ingredients,safe_ingredients,harmful_ingredients,general_health_assessment,toxicity_score,allergen_risk,regulatory_status
"Water, Glycerin, PEG-100 Stearate","['Water', 'Glycerin']",['PEG-100 Stearate'],Mild cleanser with a synthetic surfactant; very low risk.,Low,Low,Approved
"Hyaluronic Acid, Peptides, Propylparaben","['Hyaluronic Acid', 'Peptides']",['Propylparaben'],Anti-aging blend with a common preservative; moderate risk.,Moderate,Moderate,Pending
"Green Tea Extract, Retinol, Formaldehyde","['Green Tea Extract', 'Retinol']",['Formaldehyde'],Potent blend with a banned chemical; high risk.,High,High,Banned
"Jojoba Oil, Vitamin E, Sodium Laureth Sulfate","['Jojoba Oil', 'Vitamin E']",['Sodium Laureth Sulfate'],Nourishing oils combined with a cleansing agent; moderate risk.,Moderate,Moderate,Pending
"Water, Citric Acid, Synthetic Dye","['Water', 'Citric Acid']",['Synthetic Dye'],Mild acidic formula with artificial color; very low risk.,Low,Low,Approved
"Aloe Vera, Vitamin C, Parabens","['Aloe Vera', 'Vitamin C']",['Parabens'],Soothing and brightening formula with a preservative; moderate risk.,Moderate,Moderate,Pending
"Shea Butter, Cocoa Butter, Benzalkonium Chloride","['Shea Butter', 'Cocoa Butter']",['Benzalkonium Chloride'],Moisturizing blend with an antimicrobial agent; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, Ethoxydiglycol","['Water', 'Glycerin']",['Ethoxydiglycol'],Standard formula with a synthetic solvent; moderate risk.,Moderate,Low,Pending
"Organic Oat Milk, Coconut Water, Vitamin C","['Organic Oat Milk', 'Coconut Water', 'Vitamin C']",['None'],Pure natural formulation; very low risk.,Low,Low,Approved
"Aloe Vera, Panthenol, Sodium Benzoate","['Aloe Vera', 'Panthenol']",['Sodium Benzoate'],Soothing formula with a common preservative; low risk.,Moderate,Low,Pending
"Green Tea Extract, Caffeine, Dimethicone","['Green Tea Extract', 'Caffeine', 'Dimethicone']",['None'],Energizing formula with silicone; very low risk.,Low,Low,Approved
"Jojoba Oil, Argan Oil, Chlorphenesin","['Jojoba Oil', 'Argan Oil']",['Chlorphenesin'],Nourishing blend with a mild preservative; moderate risk.,Moderate,Moderate,Pending
"Water, Hyaluronic Acid, Propylparaben","['Water', 'Hyaluronic Acid']",['Propylparaben'],Hydrating solution with a standard preservative; moderate risk.,Moderate,Moderate,Pending
"Vitamin E, Retinol, Synthetic Fragrance","['Vitamin E', 'Retinol']",['Synthetic Fragrance'],Anti-aging blend with an artificial scent; moderate risk.,Moderate,Moderate,Pending
"Cocoa Butter, Shea Butter, Methylparaben","['Cocoa Butter', 'Shea Butter']",['Methylparaben'],Rich emollient blend with a common preservative; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, Sodium Coco-Sulfate","['Water', 'Glycerin']",['Sodium Coco-Sulfate'],Cleansing formula with a mild sulfate; very low risk.,Low,Moderate,Approved
"Organic Oat Flour, Almond Oil, Parabens","['Organic Oat Flour', 'Almond Oil']",['Parabens'],Natural base with a common preservative; moderate risk.,Moderate,High,Pending
"Aloe Vera, Chamomile Extract, Dimethicone","['Aloe Vera', 'Chamomile Extract', 'Dimethicone']",['None'],Calming formula with silicone; very low risk.,Low,Low,Approved
"Green Tea Extract, Vitamin C, Benzoyl Peroxide","['Green Tea Extract', 'Vitamin C']",['Benzoyl Peroxide'],Brightening blend with an acne-fighting agent; high risk.,High,Moderate,Pending
"Jojoba Oil, Argan Oil, Ethylhexylglycerin","['Jojoba Oil', 'Argan Oil']",['Ethylhexylglycerin'],Nourishing oil blend with an alternative preservative; moderate risk.,Moderate,Low,Approved
"Water, Aloe Vera, Formaldehyde","['Water', 'Aloe Vera']",['Formaldehyde'],Hydrating formula compromised by a banned chemical; high risk.,High,High,Banned
"Cocoa Butter, Shea Butter, Parabens","['Cocoa Butter', 'Shea Butter']",['Parabens'],Moisturizing blend with a common preservative; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, Cyclopentasiloxane","['Water', 'Glycerin']",['Cyclopentasiloxane'],Lightweight hydration with a volatile silicone; very low risk.,Low,Low,Approved
"Organic Oat Milk, Coconut Water, Lactic Acid","['Organic Oat Milk', 'Coconut Water', 'Lactic Acid']",['None'],Natural formulation with a gentle acid; very low risk.,Low,Low,Approved
"Aloe Vera, Vitamin E, Ethoxydiglycol","['Aloe Vera', 'Vitamin E']",['Ethoxydiglycol'],Soothing formula with a synthetic solvent; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, Cocamidopropyl Betaine","['Water', 'Glycerin']",['Cocamidopropyl Betaine'],Gentle cleanser with a surfactant; low risk for most skin types.,Low,Moderate,Approved
"Green Tea Extract, Caffeine, Sodium Benzoate","['Green Tea Extract', 'Caffeine']",['Sodium Benzoate'],Energizing formula with a common preservative; moderate risk.,Moderate,Moderate,Pending
"Jojoba Oil, Argan Oil, Triethanolamine","['Jojoba Oil', 'Argan Oil']",['Triethanolamine'],Nourishing oils with a chemical pH adjuster; moderate risk.,Moderate,Low,Approved
"Hyaluronic Acid, Water, Methylparaben","['Hyaluronic Acid', 'Water']",['Methylparaben'],Hydrating solution with a standard preservative; moderate risk.,Moderate,Moderate,Pending
"Vitamin C, Green Tea Extract, Propylparaben","['Vitamin C', 'Green Tea Extract']",['Propylparaben'],Brightening blend with a common preservative; moderate risk.,Moderate,Moderate,Pending
"Aloe Vera, Witch Hazel, Benzalkonium Chloride","['Aloe Vera', 'Witch Hazel']",['Benzalkonium Chloride'],Soothing formula with an antimicrobial agent; moderate risk.,Moderate,Moderate,Approved
"Cocoa Butter, Shea Butter, BHT","['Cocoa Butter', 'Shea Butter']",['BHT'],Rich emollient blend with a synthetic antioxidant; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, Cyclomethicone","['Water', 'Glycerin']",['Cyclomethicone'],Lightweight moisturizer with a volatile silicone; very low risk.,Low,Low,Approved
"Hyaluronic Acid, Peptides, Methylparaben","['Hyaluronic Acid', 'Peptides']",['Methylparaben'],Anti-aging blend with a standard preservative; moderate risk.,Moderate,Moderate,Pending
"Green Tea Extract, Retinol, Chlorphenesin","['Green Tea Extract', 'Retinol']",['Chlorphenesin'],Antioxidant serum with a mild preservative; moderate risk.,Moderate,Moderate,Pending
"Jojoba Oil, Vitamin E, Cocamidopropyl Betaine","['Jojoba Oil', 'Vitamin E']",['Cocamidopropyl Betaine'],Nourishing formula with a gentle cleanser; moderate risk.,Moderate,Moderate,Pending
"Water, Citric Acid, Artificial Flavor","['Water', 'Citric Acid']",['Artificial Flavor'],Mild formula with a synthetic flavoring; very low risk.,Low,Low,Approved
"Aloe Vera, Vitamin C, Methylisothiazolinone","['Aloe Vera', 'Vitamin C']",['Methylisothiazolinone'],Brightening serum with a high-risk preservative; high risk.,High,High,Banned
"Shea Butter, Cocoa Butter, Ethylhexylglycerin","['Shea Butter', 'Cocoa Butter']",['Ethylhexylglycerin'],Moisturizing blend with an alternative preservative; moderate risk.,Moderate,Low,Approved
"Water, Glycerin, Caprylyl Glycol","['Water', 'Glycerin']",['Caprylyl Glycol'],Effective cleanser with a modern preservative; moderate risk.,Moderate,Low,Pending
"Organic Oat Milk, Coconut Water, Vitamin E","['Organic Oat Milk', 'Coconut Water', 'Vitamin E']",['None'],Natural formulation enriched with vitamins; very low risk.,Low,Low,Approved
"Aloe Vera, Panthenol, Parabens","['Aloe Vera', 'Panthenol']",['Parabens'],Soothing formula with a common preservative; moderate risk.,Moderate,Moderate,Pending
"Green Tea Extract, Caffeine, Cyclomethicone","['Green Tea Extract', 'Caffeine', 'Cyclomethicone']",['None'],Energizing formula with silicone; very low risk.,Low,Low,Approved
"Jojoba Oil, Argan Oil, Caprylyl Glycol","['Jojoba Oil', 'Argan Oil']",['Caprylyl Glycol'],Nourishing oil blend with a modern preservative; moderate risk.,Moderate,Low,Pending
"Hyaluronic Acid, Water, Propylene Glycol","['Hyaluronic Acid', 'Water']",['Propylene Glycol'],Hydrating solution with a synthetic humectant; moderate risk.,Moderate,Moderate,Pending
"Vitamin E, Retinol, Dimethicone","['Vitamin E', 'Retinol', 'Dimethicone']",['None'],Potent anti-aging formula with silicone; very low risk.,Low,Low,Approved
"Cocoa Butter, Shea Butter, Ethoxydiglycol","['Cocoa Butter', 'Shea Butter']",['Ethoxydiglycol'],Emollient blend with a synthetic solvent; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, Disodium Laureth Sulfosuccinate","['Water', 'Glycerin']",['Disodium Laureth Sulfosuccinate'],Mild cleanser with a gentle surfactant; very low risk.,Low,Low,Approved
"Organic Oat Flour, Almond Oil, Phenoxyethanol","['Organic Oat Flour', 'Almond Oil']",['Phenoxyethanol'],Natural base with a synthetic preservative; moderate risk.,Moderate,High,Pending
"Aloe Vera, Chamomile Extract, Triethanolamine","['Aloe Vera', 'Chamomile Extract']",['Triethanolamine'],Calming formula with a chemical pH adjuster; moderate risk.,Moderate,Moderate,Approved
"Green Tea Extract, Vitamin C, Chlorphenesin","['Green Tea Extract', 'Vitamin C']",['Chlorphenesin'],Brightening serum with a mild preservative; moderate risk.,Moderate,Moderate,Pending
"Jojoba Oil, Argan Oil, Methylisothiazolinone","['Jojoba Oil', 'Argan Oil']",['Methylisothiazolinone'],Nourishing oil blend with a high-risk antimicrobial; high risk.,High,Moderate,Banned
"Water, Aloe Vera, Glutaraldehyde","['Water', 'Aloe Vera']",['Glutaraldehyde'],Hydrating formula with a strong crosslinking agent; high risk.,High,High,Banned
"Cocoa Butter, Shea Butter, Propylparaben","['Cocoa Butter', 'Shea Butter']",['Propylparaben'],Moisturizing blend with a common preservative; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, Polyquaternium-10","['Water', 'Glycerin']",['Polyquaternium-10'],Lightweight formula with a conditioning agent; very low risk.,Low,Low,Approved
"Organic Oat Milk, Coconut Water, Ascorbic Acid","['Organic Oat Milk', 'Coconut Water', 'Ascorbic Acid']",['None'],Natural formulation enriched with vitamin C; very low risk.,Low,Low,Approved
"Aloe Vera, Vitamin E, Caprylic/Capric Triglyceride","['Aloe Vera', 'Vitamin E']",['Caprylic/Capric Triglyceride'],Soothing formula with an emollient; very low risk.,Low,Low,Approved
"Water, Glycerin, Lauryl Glucoside","['Water', 'Glycerin']",['Lauryl Glucoside'],Gentle cleanser with a natural surfactant; very low risk.,Low,Low,Approved
"Green Tea Extract, Caffeine, Piroctone Olamine","['Green Tea Extract', 'Caffeine']",['Piroctone Olamine'],Energizing formula with an antifungal agent; moderate risk.,Moderate,Moderate,Pending
"Jojoba Oil, Argan Oil, Disodium EDTA","['Jojoba Oil', 'Argan Oil']",['Disodium EDTA'],Nourishing oils with a chelating agent; very low risk.,Low,Low,Approved
"Hyaluronic Acid, Water, Butylene Glycol","['Hyaluronic Acid', 'Water']",['Butylene Glycol'],Hydrating formula with a synthetic humectant; moderate risk.,Moderate,Moderate,Pending
"Vitamin C, Green Tea Extract, Isoamyl Paraben","['Vitamin C', 'Green Tea Extract']",['Isoamyl Paraben'],Brightening serum with a less common preservative; moderate risk.,Moderate,Moderate,Pending
"Aloe Vera, Witch Hazel, Phenoxyethanol","['Aloe Vera', 'Witch Hazel']",['Phenoxyethanol'],Soothing formula with a synthetic preservative; moderate risk.,Moderate,Moderate,Pending
"Cocoa Butter, Shea Butter, Ammonium Laureth Sulfate","['Cocoa Butter', 'Shea Butter']",['Ammonium Laureth Sulfate'],Emollient blend with a cleansing agent; high risk.,High,Moderate,Pending
"Water, Glycerin, Octyltriethoxysilane","['Water', 'Glycerin']",['Octyltriethoxysilane'],Lightweight hydration with a silane compound; very low risk.,Low,Low,Approved
"Hyaluronic Acid, Peptides, Disodium EDTA","['Hyaluronic Acid', 'Peptides']",['Disodium EDTA'],Anti-aging blend with a chelating agent; moderate risk.,Moderate,Moderate,Pending
"Green Tea Extract, Retinol, Benzophenone-4","['Green Tea Extract', 'Retinol']",['Benzophenone-4'],Antioxidant serum with a UV filter that is banned; high risk.,High,High,Banned
"Jojoba Oil, Vitamin E, Steareth-20","['Jojoba Oil', 'Vitamin E']",['Steareth-20'],Nourishing formula with an emulsifier; moderate risk.,Moderate,Moderate,Pending
"Water, Citric Acid, Sorbic Acid","['Water', 'Citric Acid']",['Sorbic Acid'],Mild formula with a natural preservative; very low risk.,Low,Low,Approved
"Aloe Vera, Vitamin C, Hexylene Glycol","['Aloe Vera', 'Vitamin C']",['Hexylene Glycol'],Brightening formula with a synthetic solvent; moderate risk.,Moderate,Moderate,Pending
"Shea Butter, Cocoa Butter, Polysorbate 20","['Shea Butter', 'Cocoa Butter']",['Polysorbate 20'],Moisturizing blend with an emulsifier; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, PEG-40 Hydrogenated Castor Oil","['Water', 'Glycerin']",['PEG-40 Hydrogenated Castor Oil'],Effective cleanser with a synthetic emulsifier; very low risk.,Low,Low,Approved
"Organic Oat Milk, Coconut Water, Niacinamide","['Organic Oat Milk', 'Coconut Water', 'Niacinamide']",['None'],Natural formulation enriched with vitamin B3; very low risk.,Low,Low,Approved
"Aloe Vera, Panthenol, Sorbic Acid","['Aloe Vera', 'Panthenol']",['Sorbic Acid'],Soothing formula with a natural preservative; moderate risk.,Moderate,Moderate,Pending
"Green Tea Extract, Caffeine, Caprylyl Glycol","['Green Tea Extract', 'Caffeine']",['Caprylyl Glycol'],Energizing formula with a modern preservative; very low risk.,Low,Low,Approved
"Jojoba Oil, Argan Oil, Cyclomethicone","['Jojoba Oil', 'Argan Oil']",['Cyclomethicone'],Nourishing oil blend with a volatile silicone; moderate risk.,Moderate,Moderate,Pending
"Hyaluronic Acid, Water, Isopropyl Myristate","['Hyaluronic Acid', 'Water']",['Isopropyl Myristate'],Hydrating formula with a synthetic emollient; moderate risk.,Moderate,Moderate,Pending
"Vitamin E, Retinol, PEG-8","['Vitamin E', 'Retinol']",['PEG-8'],Anti-aging blend with a modern emollient; moderate risk.,Moderate,Low,Pending
"Cocoa Butter, Shea Butter, Propylene Glycol","['Cocoa Butter', 'Shea Butter']",['Propylene Glycol'],Rich emollient blend with a common humectant; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, Sodium Cocoamphoacetate","['Water', 'Glycerin']",['Sodium Cocoamphoacetate'],Mild cleanser with an amphoteric surfactant; very low risk.,Low,Moderate,Approved
"Organic Oat Flour, Almond Oil, Caprylyl Glycol","['Organic Oat Flour', 'Almond Oil']",['Caprylyl Glycol'],Natural base with a modern preservative; moderate risk.,Moderate,High,Pending
"Aloe Vera, Chamomile Extract, Polysorbate 80","['Aloe Vera', 'Chamomile Extract']",['Polysorbate 80'],Calming formula with an emulsifier; moderate risk.,Moderate,Moderate,Approved
"Organic rolled oats, almond butter, chia seeds, coconut sugar, vanilla extract","['Organic rolled oats', 'Almond butter', 'Chia seeds']","['None']","A nutrient-dense snack with no harmful additives. Safe for most diets.",Low,Low,Approved
"Salicylic acid, denatured alcohol, witch hazel extract, fragrance, benzalkonium chloride","['Witch hazel extract']","['Denatured alcohol', 'Benzalkonium chloride', 'Fragrance']","This acne treatment contains alcohol and benzalkonium chloride, which may cause skin dryness and irritation.",Moderate,High,Pending
"Beef, water, salt, sodium phosphate, natural smoke flavor","['Beef', 'Water']","['Sodium phosphate']","Processed meat product with added phosphates. Consume in moderation.",Moderate,Moderate,Approved
"Filtered water, organic agave nectar, citric acid, natural lemon flavor","['Filtered water', 'Organic agave nectar']","['None']","A refreshing beverage with no artificial additives.",Low,Low,Approved
"Sodium lauryl sulfate, cocamide DEA, methylisothiazolinone, water, synthetic dyes","['Water']","['Sodium lauryl sulfate', 'Cocamide DEA', 'Methylisothiazolinone']","This shampoo contains potential carcinogens and skin irritants.",High,High,Banned
"Wild-caught salmon, olive oil, sea salt, rosemary extract","['Wild-caught salmon', 'Olive oil']","['None']","A clean protein source with heart-healthy fats.",Low,Low,Approved
"Titanium dioxide, iron oxides, talc, polyethylene glycol","['None']","['Titanium dioxide', 'Talc', 'Polyethylene glycol']","This mineral sunscreen contains nanoparticles and PEG compounds linked to organ toxicity.",High,Moderate,Banned
"Quinoa, black beans, sweet potatoes, kale, lime juice","['Quinoa', 'Black beans', 'Sweet potatoes']","['None']","A balanced plant-based meal with high fiber content.",Low,Low,Approved
"Propylene glycol, parabens, synthetic fragrance, triethanolamine","['None']","['Propylene glycol', 'Parabens', 'Triethanolamine']","This anti-aging cream contains hormone disruptors and penetration enhancers.",High,High,Banned
"Organic green tea leaves, natural mint flavor","['Organic green tea leaves']","['None']","A natural antioxidant-rich beverage with no additives.",Low,Low,Approved
"Chicken broth, hydrolyzed soy protein, disodium inosinate, yeast extract","['Chicken broth']","['Hydrolyzed soy protein', 'Disodium inosinate']","Contains MSG-like flavor enhancers that may trigger migraines.",Moderate,Moderate,Approved
"Aloe vera gel, chamomile extract, allantoin, phenoxyethanol","['Aloe vera gel', 'Chamomile extract', 'Allantoin']","['Phenoxyethanol']","A soothing gel with mild preservatives; may irritate sensitive skin.",Low,Moderate,Approved
"Enriched wheat flour, palm oil, high fructose corn syrup, TBHQ","['Enriched wheat flour']","['Palm oil', 'High fructose corn syrup', 'TBHQ']","This snack contains trans fats and controversial preservatives.",High,Moderate,Banned
